age,workclass,education_numeric,mariatal_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,census_income
32,Private,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,16,United-States,<=50K
30,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
35,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,44,United-States,>50K
38,State-gov,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,6,Never-married,Other-service,Other-relative,White,Female,0,0,30,United-States,<=50K
32,Private,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,44,United-States,<=50K
49,Private,14,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
76,Unemployed,13,Married-civ-spouse,Unemployed,Husband,White,Male,0,0,10,United-States,<=50K
60,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
60,Private,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,>50K
41,Private,13,Divorced,Tech-support,Not-in-family,White,Female,0,0,30,United-States,<=50K
24,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
53,Private,14,Married-civ-spouse,Sales,Husband,White,Male,7298,0,60,United-States,>50K
69,State-gov,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,810,38,United-States,<=50K
71,Unemployed,10,Married-civ-spouse,Unemployed,Husband,White,Male,3432,0,30,United-States,<=50K
41,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
32,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
45,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
40,Private,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,<=50K
44,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
63,Private,10,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
31,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,56,United-States,>50K
51,Private,13,Never-married,Adm-clerical,Unmarried,White,Male,0,0,20,United-States,<=50K
51,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
23,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
56,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2885,0,45,United-States,<=50K
39,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
39,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
30,Self-emp-not-inc,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,<=50K
31,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
44,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
43,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,>50K
37,Federal-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,72,United-States,>50K
41,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,46,United-States,>50K
43,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
47,State-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
38,Self-emp-not-inc,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,2824,45,United-States,>50K
46,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
19,State-gov,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
19,Private,3,Never-married,Other-service,Not-in-family,White,Male,0,0,50,Guatemala,<=50K
24,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
39,Self-emp-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,<=50K
37,Private,11,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,30,United-States,<=50K
28,Unemployed,13,Never-married,Unemployed,Own-child,Black,Female,0,0,40,Germany,<=50K
40,Private,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
27,Private,12,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
22,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
21,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K
32,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
20,Private,9,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,14,Divorced,Transport-moving,Not-in-family,White,Male,14344,0,48,United-States,>50K
46,Local-gov,15,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
46,Private,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
26,Private,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,44,United-States,<=50K
47,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,60,United-States,<=50K
22,Private,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States,<=50K
34,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
49,Private,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,<=50K
20,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
28,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
30,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
23,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,5,Never-married,Priv-house-serv,Own-child,White,Male,0,0,40,Mexico,<=50K
31,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,Mexico,<=50K
46,Private,2,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Puerto-Rico,<=50K
42,Private,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
60,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
27,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K
20,Private,5,Never-married,Sales,Own-child,White,Female,0,0,32,United-States,<=50K
56,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
41,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
61,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,9,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,>50K
60,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2228,0,37,United-States,<=50K
33,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
40,Unemployed,10,Married-civ-spouse,Unemployed,Wife,White,Female,0,0,25,United-States,<=50K
48,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Canada,>50K
56,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
50,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,55,United-States,>50K
57,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
20,Private,10,Never-married,Adm-clerical,Own-child,Other,Female,0,0,40,United-States,<=50K
46,Private,11,Divorced,Tech-support,Other-relative,White,Female,0,0,36,United-States,<=50K
21,Private,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
54,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
32,Local-gov,9,Married-civ-spouse,Transport-moving,Wife,White,Female,4064,0,22,United-States,<=50K
62,Unemployed,10,Married-civ-spouse,Unemployed,Wife,White,Female,0,0,1,United-States,<=50K
50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
49,Federal-gov,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
48,Private,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
24,Private,10,Never-married,Sales,Other-relative,Black,Female,0,0,40,United-States,<=50K
46,Private,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
42,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
58,Local-gov,12,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
37,Private,10,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2051,40,United-States,<=50K
18,Private,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,20,United-States,<=50K
33,Private,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
41,Private,10,Divorced,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K
21,Private,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
23,Private,11,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Federal-gov,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
33,Private,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
24,Private,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,45,United-States,<=50K
43,Private,6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,42,China,<=50K
52,State-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,England,<=50K
27,Unemployed,10,Divorced,Unemployed,Own-child,Black,Female,0,0,40,United-States,<=50K
61,Private,4,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
45,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K
43,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
51,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
35,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
47,Federal-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Germany,>50K
22,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
49,Self-emp-inc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
20,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
19,Private,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,<=50K
27,Unemployed,10,Divorced,Unemployed,Own-child,White,Male,0,0,40,United-States,<=50K
23,Self-emp-not-inc,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,35,United-States,<=50K
20,Private,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,10,United-States,<=50K
47,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
17,Private,8,Never-married,Other-service,Own-child,Black,Male,0,0,18,United-States,<=50K
76,Unemployed,6,Married-civ-spouse,Unemployed,Husband,White,Male,0,0,1,United-States,<=50K
39,Private,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
31,Private,11,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,43,United-States,<=50K
44,Private,9,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,20,Haiti,<=50K
53,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
34,Private,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
45,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
34,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
35,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
36,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States,<=50K
45,Private,10,Widowed,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K
37,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
53,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
35,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,United-States,>50K
38,Self-emp-not-inc,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,United-States,<=50K
65,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
49,Self-emp-not-inc,6,Divorced,Farming-fishing,Unmarried,White,Male,0,0,70,United-States,<=50K
24,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
54,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K
19,Private,8,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
60,Private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
78,Unemployed,14,Widowed,Unemployed,Not-in-family,White,Female,0,0,15,United-States,<=50K
26,Private,10,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,<=50K
58,Private,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38,Cuba,<=50K
37,Self-emp-not-inc,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,55,United-States,<=50K
41,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
30,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
48,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Greece,>50K
22,Private,10,Never-married,Transport-moving,Not-in-family,White,Female,0,0,24,United-States,<=50K
50,Private,14,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,0,0,60,United-States,<=50K
25,Private,2,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala,<=50K
18,Private,6,Never-married,Other-service,Own-child,White,Male,0,0,6,United-States,<=50K
21,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
33,Private,9,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Female,0,0,36,United-States,<=50K
39,Private,9,Divorced,Craft-repair,Own-child,White,Male,2174,0,40,United-States,<=50K
67,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,8,United-States,>50K
19,Private,10,Never-married,Other-service,Own-child,White,Male,0,1602,24,United-States,<=50K
18,Private,6,Never-married,Other-service,Own-child,White,Male,0,0,11,United-States,<=50K
36,Private,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
23,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,25,United-States,<=50K
25,Unemployed,10,Separated,Unemployed,Unmarried,White,Female,0,0,20,United-States,<=50K
40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
73,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,<=50K
31,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
20,Private,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
27,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
66,Self-emp-inc,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
66,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
64,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
48,Private,10,Divorced,Transport-moving,Not-in-family,White,Male,3325,0,53,United-States,<=50K
24,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
